ROWID,ORDERID,ORDERDATE,ORDERPRIOTORITY,ORDERQUANTITY,SALES,DISCOUNT,SHIPMODE,PROFIT,UNITPRICE,SHIPPINGCOSTS,CUSTOMERNAME,PROVINCE,REGION,CUSTOMERSEGMENT,PRODUCTCATEGORY,PRODUCTSUBCATEGORY,PRODUCTNAME,PRODUCTCONTAINER,PRODUCTBASEMARGIN,SHIPDATE,DATASET,ORDER_YEAR,ORDER_MONTH,SHIP_YEAR,SHIP_MONTH
1146,8353,2019-05-15,Medium,34,286.9,0.06,Regular Air,-31.8681,8.32,2.38,Brendan Sweed,Alberta,West,Consumer,Technology,Computer Peripherals,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Small Pack,0.6438,2019-05-17,Superstore,2019,5,2019,5
1147,8353,2019-05-15,Medium,16,46.4,0.08,Regular Air,-1.8444,2.94,0.96,Brendan Sweed,Alberta,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 343,Wrap Bag,0.5045999999999999,2019-05-17,Superstore,2019,5,2019,5
1178,8609,2022-04-14,Critical,4,72.0035,0.04,Regular Air,-114.5648,20.99,2.5,Roy Phan,Alberta,West,Corporate,Technology,Telephones and Communication,Accessory37,Wrap Bag,0.8586000000000001,2022-04-15,Superstore,2022,4,2022,4
1232,8997,2019-07-01,Low,40,17279.62,0.04,Regular Air,4176.25,449.99,24.49,Tony Sayre,Alberta,West,Small Business,Technology,Copiers and Fax,Canon PC940 Copier,Large Box,0.52,2019-07-05,Superstore,2019,7,2019,7
1233,8997,2019-07-01,Low,20,120.3,0.01,Regular Air,20.38,5.84,1.2,Tony Sayre,Alberta,West,Small Business,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,2019-07-10,Superstore,2019,7,2019,7
1248,9089,2020-05-23,Critical,8,822.3495,0.1,Express Air,-360.31,125.99,8.8,Steven Roelle,Alberta,West,Small Business,Technology,Telephones and Communication,StarTAC 6500,Small Box,0.59,2020-05-24,Superstore,2020,5,2020,5
1267,9221,2021-01-03,Low,9,79.64,0.03,Regular Air,-328.6338,3.25,49.0,Christopher Conant,Alberta,West,Consumer,Office Supplies,Appliances,"Bravo IIÈ MegabossÂ 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Large Box,0.4872,2021-01-07,Superstore,2021,1,2021,1
1268,9221,2021-01-03,Low,25,1527.42,0.04,Regular Air,283.968,60.98,19.99,Christopher Conant,Alberta,West,Consumer,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Small Box,0.3306,2021-01-07,Superstore,2021,1,2021,1
1280,9286,2021-04-03,Critical,26,123.16,0.1,Regular Air,39.8373,4.98,0.8,Tonja Turnell,Alberta,West,Consumer,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,Wrap Bag,0.3132,2021-04-05,Superstore,2021,4,2021,4
1293,9476,2019-05-25,Not Specified,10,165.04,0.08,Express Air,-70.5854,15.99,13.18,Ruben Dartt,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.3922,2019-05-27,Superstore,2019,5,2019,5
1313,9632,2022-01-16,Low,33,3633.03,0.09,Regular Air,1397.0619,120.98,9.07,Andrew Roberts,Alberta,West,Home Office,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Electric Binding Machine,Small Box,0.3394999999999999,2022-01-20,Superstore,2022,1,2022,1
1341,9796,2020-09-10,Critical,29,1222.59,0.02,Regular Air,532.1094,40.97,1.99,Alan Dominguez,Alberta,West,Corporate,Technology,Computer Peripherals,"TDK 4.7GB DVD-R Spindle, 15/Pack",Small Pack,0.4452,2020-09-11,Superstore,2020,9,2020,9
1377,9955,2021-09-04,Critical,37,2912.015,0.09,Regular Air,740.0602,95.99,4.9,Liz Pelletier,Alberta,West,Corporate,Technology,Telephones and Communication,T60,Small Box,0.5936000000000001,2021-09-06,Superstore,2021,9,2021,9
1379,9985,2020-08-07,Low,12,81.9,0.08,Regular Air,-20.4624,6.68,5.2,Raymond Book,Alberta,West,Consumer,Office Supplies,Paper,Xerox 1977,Small Box,0.3219,2020-08-07,Superstore,2020,8,2020,8
1405,10212,2020-05-23,Low,14,74.02,0.02,Regular Air,-2.5317000000000003,5.08,3.63,Tonja Turnell,Alberta,West,Consumer,Furniture,Office Furnishings,"Master Caster Door Stop, Gray",Wrap Bag,0.4437,2020-05-25,Superstore,2020,5,2020,5
1406,10212,2020-05-23,Low,22,1276.17,0.0,Regular Air,490.8714,55.48,6.79,Tonja Turnell,Alberta,West,Consumer,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Small Box,0.3219,2020-05-27,Superstore,2020,5,2020,5
1446,10439,2022-03-28,Not Specified,41,823.13,0.0,Regular Air,334.5237,18.94,1.49,Raymond Book,Alberta,West,Consumer,Office Supplies,Binders and Binder Accessories,Flexible Leather- Look Classic Collection Ring Binder,Small Box,0.3045,2022-03-30,Superstore,2022,3,2022,3
1447,10439,2022-03-28,Not Specified,30,569.61,0.02,Regular Air,-42.1428,17.98,4.0,Raymond Book,Alberta,West,Consumer,Technology,Computer Peripherals,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Small Box,0.6873,2022-03-30,Superstore,2022,3,2022,3
1448,10439,2022-03-28,Not Specified,27,75.06,0.09,Regular Air,22.7331,2.89,0.5,Raymond Book,Alberta,West,Consumer,Office Supplies,Labels,Avery 498,Small Box,0.3306,2022-03-29,Superstore,2022,3,2022,3
1449,10439,2022-03-28,Not Specified,46,225.13,0.01,Express Air,-179.0025,4.48,7.24,Raymond Book,Alberta,West,Consumer,Furniture,Office Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",Small Box,0.4698,2022-03-30,Superstore,2022,3,2022,3
1450,10464,2019-08-10,Critical,23,121.73,0.01,Regular Air,-60.09089999999999,4.98,6.07,Brendan Sweed,Alberta,West,Consumer,Office Supplies,Paper,Xerox 1897,Small Box,0.3132,2019-08-11,Superstore,2019,8,2019,8
1498,10820,2021-12-27,Not Specified,49,2072.12,0.04,Express Air,365.23,40.97,8.99,Cyma Kinney,Alberta,West,Small Business,Office Supplies,Pens & Art Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,Small Pack,0.59,2021-12-28,Superstore,2021,12,2021,12
1499,10820,2021-12-27,Not Specified,33,151.19,0.06,Regular Air,-13.45,4.71,0.7,Cyma Kinney,Alberta,West,Small Business,Office Supplies,Rubber Bands,Sterling Rubber Bands by Alliance,Wrap Bag,0.85,2021-12-27,Superstore,2021,12,2021,12
1529,11013,2019-04-17,High,2,226.882,0.01,Regular Air,-617.609,125.99,8.99,Ruben Dartt,Alberta,West,Corporate,Technology,Telephones and Communication,M70,Small Box,0.6254,2019-04-18,Superstore,2019,4,2019,4
1546,11169,2020-05-21,Medium,46,398.86,0.08,Regular Air,-28.037,8.85,5.6,Christine Abelman,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems Combs,Small Box,0.3816,2020-05-22,Superstore,2020,5,2020,5
1547,11169,2020-05-21,Medium,44,109.18,0.09,Regular Air,39.400200000000005,2.61,0.5,Christine Abelman,Alberta,West,Corporate,Office Supplies,Labels,Avery 479,Small Box,0.4134,2020-05-21,Superstore,2020,5,2020,5
1548,11169,2020-05-21,Medium,5,28.59,0.05,Regular Air,-15.1898,4.98,4.7,Christine Abelman,Alberta,West,Corporate,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Small Box,0.4028,2020-05-22,Superstore,2020,5,2020,5
1606,11651,2021-02-22,Medium,19,65.85,0.07,Express Air,3.9,3.28,0.98,Erica Smith,Alberta,West,Small Business,Office Supplies,Pens & Art Supplies,Newell 329,Wrap Bag,0.59,2021-02-24,Superstore,2021,2,2021,2
1635,11840,2019-08-14,Critical,43,181.5,0.08,Regular Air,-5.4288,4.48,2.5,Yoseph Carroll,Alberta,West,Consumer,Office Supplies,Envelopes,Ampad #10 Peel & SeelÂ Holiday Envelopes,Small Box,0.3219,2019-08-15,Superstore,2019,8,2019,8
1652,11909,2019-11-24,Not Specified,11,194.174,0.03,Regular Air,-18.1917,20.99,0.99,Stephanie Phelps,Alberta,West,Consumer,Technology,Telephones and Communication,Accessory25,Wrap Bag,0.4958999999999999,2019-11-26,Superstore,2019,11,2019,11
1653,11910,2021-06-15,High,21,49.23,0.01,Regular Air,-75.3787,1.98,4.77,Christopher Conant,Alberta,West,Home Office,Office Supplies,Binders and Binder Accessories,Avery Reinforcements for Hole-Punch Pages,Small Box,0.388,2021-06-17,Superstore,2021,6,2021,6
1657,11943,2020-04-07,Low,49,657.94,0.09,Regular Air,6.3945,14.45,7.17,Stephanie Phelps,Alberta,West,Consumer,Office Supplies,Binders and Binder Accessories,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Small Box,0.3306,2020-04-14,Superstore,2020,4,2020,4
1658,11943,2020-04-07,Low,19,1270.73,0.08,Delivery Truck,-370.3764000000001,70.98,30.0,Stephanie Phelps,Alberta,West,Consumer,Furniture,Chairs & Chairmats,Novimex Turbo Task Chair,Jumbo Drum,0.6351,2020-04-09,Superstore,2020,4,2020,4
1722,12356,2022-10-18,Critical,39,243.05,0.02,Regular Air,-61.6395,5.98,5.35,Yoseph Carroll,Alberta,West,Consumer,Office Supplies,Paper,Xerox 1947,Small Box,0.348,2022-10-21,Superstore,2022,10,2022,10
1756,12581,2019-10-20,High,31,1768.969,0.0,Express Air,341.1,65.99,5.99,Steven Roelle,Alberta,West,Small Business,Technology,Telephones and Communication,i1000,Small Box,0.58,2019-10-22,Superstore,2019,10,2019,10
1818,13031,2022-12-04,Low,34,210.06,0.08,Regular Air,-117.45,6.48,7.37,Sarah Brown,Alberta,West,Consumer,Office Supplies,Paper,Xerox 210,Small Box,0.3219,2022-12-09,Superstore,2022,12,2022,12
1831,13126,2021-10-19,Not Specified,43,24233.54,0.07,Regular Air,5648.6229,599.99,24.49,Raymond Book,Alberta,West,Consumer,Technology,Copiers and Fax,Canon PC1080F Personal Copier,Large Box,0.435,2021-10-20,Superstore,2021,10,2021,10
1832,13126,2021-10-19,Not Specified,45,6325.65,0.02,Delivery Truck,99.5802,135.99,28.63,Raymond Book,Alberta,West,Consumer,Furniture,Chairs & Chairmats,Global Deluxe High-Back Office Chair in Storm,Jumbo Drum,0.6612,2021-10-21,Superstore,2021,10,2021,10
1833,13126,2021-10-19,Not Specified,2,380.62,0.02,Delivery Truck,-262.5051,179.29,29.21,Raymond Book,Alberta,West,Consumer,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Jumbo Box,0.6438,2021-10-21,Superstore,2021,10,2021,10
1844,13282,2022-05-09,Low,22,763.85,0.09,Regular Air,-134.196,34.98,7.53,Roy Phan,Alberta,West,Corporate,Technology,Computer Peripherals,Fellowes EZ Multi-Media Keyboard,Small Box,0.8056000000000001,2022-05-14,Superstore,2022,5,2022,5
1845,13282,2022-05-09,Low,2,12.59,0.02,Regular Air,-6.2752,6.3,0.5,Roy Phan,Alberta,West,Corporate,Office Supplies,Labels,Avery 51,Small Box,0.4134,2022-05-13,Superstore,2022,5,2022,5
1933,13825,2019-03-21,High,30,186.79,0.09,Regular Air,-85.942,6.48,6.35,Christopher Conant,Alberta,West,Home Office,Office Supplies,Paper,Xerox 200,Small Box,0.3589,2019-03-22,Superstore,2019,3,2019,3
1992,14212,2022-02-16,Critical,4,31.18,0.0,Regular Air,-17.16,6.24,5.22,Cyma Kinney,Alberta,West,Small Business,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection,Small Box,0.6,2022-02-17,Superstore,2022,2,2022,2
1993,14212,2022-02-16,Critical,8,21.99,0.02,Regular Air,4.63,2.61,0.5,Cyma Kinney,Alberta,West,Small Business,Office Supplies,Labels,Avery 479,Small Box,0.39,2022-02-18,Superstore,2022,2,2022,2
2067,14789,2020-11-29,Not Specified,37,438.07,0.0,Express Air,10.4922,10.89,4.5,Sarah Brown,Alberta,West,Consumer,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.5133,2020-12-01,Superstore,2020,11,2020,12
2068,14789,2020-11-29,Not Specified,19,116.37,0.03,Regular Air,-28.362,5.58,5.3,Sarah Brown,Alberta,West,Consumer,Office Supplies,Envelopes,Staples Brown Kraft Recycled Clasp Envelopes,Small Box,0.3045,2020-11-30,Superstore,2020,11,2020,11
2192,15782,2022-03-30,High,35,2339.64,0.1,Regular Air,-1916.71,71.37,69.0,Jim Karlsson,Alberta,West,Small Business,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Large Box,0.68,2022-04-01,Superstore,2022,3,2022,4
2232,16132,2022-10-27,Medium,26,519.96,0.07,Regular Air,169.44,21.38,2.99,Clay Cheatham,Alberta,West,Small Business,Office Supplies,Binders and Binder Accessories,Acco D-Ring Binder w/DublLockÂ,Small Box,0.36,2022-10-28,Superstore,2022,10,2022,10
2377,17251,2019-10-27,Not Specified,26,2951.438,0.0,Regular Air,667.28,125.99,8.99,Clay Cheatham,Alberta,West,Small Business,Technology,Telephones and Communication,5170i,Small Box,0.57,2019-10-29,Superstore,2019,10,2019,10
2380,17253,2021-08-17,Critical,13,50.19,0.08,Regular Air,-68.2534,3.52,6.83,Roy Phan,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,Self-Adhesive Ring Binder Labels,Small Box,0.4028,2021-08-19,Superstore,2021,8,2021,8
2385,17287,2021-04-05,High,38,5793.46,0.01,Regular Air,2403.4369,150.98,13.99,Shui Tom,Alberta,West,Home Office,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.3686,2021-04-06,Superstore,2021,4,2021,4
2386,17287,2021-04-05,High,11,4558.21,0.06,Regular Air,963.9957,415.88,11.37,Shui Tom,Alberta,West,Home Office,Office Supplies,Storage & Organization,Deluxe Rollaway Locking File with Drawer,Small Box,0.5529,2021-04-07,Superstore,2021,4,2021,4
2387,17287,2021-04-05,High,26,4361.6985,0.05,Regular Air,1037.6962999999998,195.99,4.2,Shui Tom,Alberta,West,Home Office,Technology,Telephones and Communication,T65,Small Box,0.5432,2021-04-07,Superstore,2021,4,2021,4
2516,18279,2019-02-26,Medium,22,184.35,0.07,Regular Air,10.3965,8.33,1.99,Stephanie Phelps,Alberta,West,Consumer,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Pack,0.4524,2019-02-28,Superstore,2019,2,2019,2
2517,18279,2019-02-26,Medium,20,10281.79,0.03,Regular Air,2847.423,499.99,24.49,Stephanie Phelps,Alberta,West,Consumer,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,0.3132,2019-02-27,Superstore,2019,2,2019,2
2559,18503,2021-05-05,Not Specified,46,6637.63,0.03,Delivery Truck,1294.5078,145.45,17.85,Sarah Brown,Alberta,West,Consumer,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.4872,2021-05-07,Superstore,2021,5,2021,5
2560,18503,2021-05-05,Not Specified,13,928.9055,0.06,Regular Air,-20.8191,85.99,2.79,Sarah Brown,Alberta,West,Consumer,Technology,Telephones and Communication,6340,Small Box,0.5045999999999999,2021-05-07,Superstore,2021,5,2021,5
2589,18689,2019-12-24,Not Specified,38,281.17,0.01,Regular Air,-78.37,7.1,6.05,Steven Roelle,Alberta,West,Small Business,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,0.39,2019-12-25,Superstore,2019,12,2019,12
2590,18689,2019-12-24,Not Specified,10,194.65,0.05,Regular Air,-3.78,18.97,9.03,Steven Roelle,Alberta,West,Small Business,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,2019-12-25,Superstore,2019,12,2019,12
2599,18758,2020-04-20,Not Specified,20,2022.18,0.09,Express Air,630.1064000000001,102.3,21.26,Liz Pelletier,Alberta,West,Corporate,Furniture,Office Furnishings,Luxo Professional Combination Clamp-On Lamps,Large Box,0.6254,2020-04-22,Superstore,2020,4,2020,4
2696,19521,2019-11-23,Not Specified,9,351.06,0.02,Regular Air,-297.1304,35.48,35.0,Frank Hawley,Alberta,West,Home Office,Office Supplies,Storage & Organization,Belkin OmniView SE Rackmount Kit,Large Box,0.8245,2019-11-24,Superstore,2019,11,2019,11
2847,20513,2019-07-07,High,13,42.27,0.01,Express Air,4.8336,2.84,0.93,Aaron Bergman,Alberta,West,Corporate,Office Supplies,Pens & Art Supplies,SANFORD Liquid AccentÈ Tank-Style Highlighters,Wrap Bag,0.5724,2019-07-08,Superstore,2019,7,2019,7
2934,21253,2022-04-17,Medium,5,455.08,0.04,Regular Air,27.8,83.93,19.99,Jim Karlsson,Alberta,West,Small Business,Office Supplies,Envelopes,Airmail Envelopes,Small Box,0.38,2022-04-18,Superstore,2022,4,2022,4
3023,21735,2020-03-09,Not Specified,23,239.49,0.04,Regular Air,-168.911,9.98,12.52,Liz Pelletier,Alberta,West,Corporate,Furniture,Office Furnishings,"EldonÂ ExpressionsÈ Wood and Plastic Desk Accessories, Oak",Small Box,0.6042,2020-03-11,Superstore,2020,3,2020,3
3024,21735,2020-03-09,Not Specified,14,1819.153,0.02,Regular Air,-37.63,155.99,8.99,Liz Pelletier,Alberta,West,Corporate,Technology,Telephones and Communication,LX 788,Small Box,0.6148,2020-03-12,Superstore,2020,3,2020,3
3116,22375,2021-04-07,Not Specified,43,816.11,0.04,Regular Air,70.1084,18.97,9.54,Christine Abelman,Alberta,West,Corporate,Office Supplies,Paper,Xerox 1939,Small Box,0.3922,2021-04-08,Superstore,2021,4,2021,4
3170,22817,2022-11-21,Critical,27,6785.86,0.05,Delivery Truck,-717.8679000000001,262.11,62.74,Andrew Roberts,Alberta,West,Home Office,Furniture,Tables,Bevis Boat-Shaped Conference Table,Jumbo Box,0.7275,2022-11-23,Superstore,2022,11,2022,11
3333,23842,2020-09-17,Low,20,127.16,0.1,Regular Air,-64.4061,6.68,6.92,Yoseph Carroll,Alberta,West,Consumer,Office Supplies,Paper,Xerox 1898,Small Box,0.3219,2020-09-24,Superstore,2020,9,2020,9
3342,23911,2022-06-01,Critical,21,2580.67,0.1,Delivery Truck,-1019.2469,122.99,70.2,Christopher Conant,Alberta,West,Home Office,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.7178,2022-06-02,Superstore,2022,6,2022,6
3343,23911,2022-06-01,Critical,19,955.46,0.03,Regular Air,-76.6785,50.98,6.5,Christopher Conant,Alberta,West,Home Office,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Small Box,0.7081,2022-06-02,Superstore,2022,6,2022,6
3344,23911,2022-06-01,Critical,3,121.26,0.0,Regular Air,-12.1444,35.44,7.5,Christopher Conant,Alberta,West,Home Office,Office Supplies,Paper,Xerox 1906,Small Box,0.3686,2022-06-02,Superstore,2022,6,2022,6
3422,24391,2019-03-06,Low,14,3236.8,0.08,Delivery Truck,436.4703,230.98,23.78,Raymond Book,Alberta,West,Consumer,Furniture,Tables,"BushÂ Cubix Conference Tables, Fully Assembled",Jumbo Box,0.522,2019-03-10,Superstore,2019,3,2019,3
3485,24802,2019-01-23,Medium,18,1383.2,0.01,Regular Air,-23.44,73.98,12.14,Victoria Brennan,Alberta,West,Small Business,Technology,Computer Peripherals,Keytronic 105-Key Spanish Keyboard,Small Box,0.67,2019-01-25,Superstore,2019,1,2019,1
3509,24996,2021-09-25,Critical,36,1793.24,0.01,Regular Air,643.2432,46.89,5.1,Roy Phan,Alberta,West,Consumer,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,Medium Box,0.4002,2021-09-26,Superstore,2021,9,2021,9
3510,24996,2021-09-25,Critical,2,143.667,0.09,Regular Air,-316.2885,85.99,1.25,Roy Phan,Alberta,West,Consumer,Technology,Telephones and Communication,Accessory8,Small Pack,0.3393,2021-09-27,Superstore,2021,9,2021,9
3609,25824,2019-09-04,Medium,5,25.27,0.01,Regular Air,-21.1258,3.95,5.13,Christine Abelman,Alberta,West,Corporate,Office Supplies,Appliances,"Hoover Replacement Belts For Soft GuardÈ & Commercial Ltweight Upright Vacs, 2/Pk",Small Box,0.6254,2019-09-05,Superstore,2019,9,2019,9
3610,25824,2019-09-04,Medium,37,14410.78,0.02,Regular Air,6747.5148,367.99,19.99,Christine Abelman,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Ibimaster 300 Manual Binding System,Small Box,0.424,2019-09-05,Superstore,2019,9,2019,9
3611,25824,2019-09-04,Medium,39,15341.46,0.0,Delivery Truck,418.1912,376.13,85.63,Christine Abelman,Alberta,West,Corporate,Furniture,Tables,Bretford Rectangular Conference Table Tops,Jumbo Box,0.7844,2019-09-05,Superstore,2019,9,2019,9
3612,25824,2019-09-04,Medium,6,507.5605,0.04,Regular Air,-273.72380000000004,95.99,4.9,Christine Abelman,Alberta,West,Corporate,Technology,Telephones and Communication,T60,Small Box,0.5936000000000001,2019-09-06,Superstore,2019,9,2019,9
3677,26309,2022-02-19,Low,42,128.13,0.09,Regular Air,34.4818,3.08,0.99,Alan Dominguez,Alberta,West,Corporate,Office Supplies,Labels,Avery 481,Small Box,0.3922,2022-02-21,Superstore,2022,2,2022,2
3738,26723,2021-03-03,Low,8,441.8045,0.03,Regular Air,-175.2963,65.99,7.69,Roy Phan,Alberta,West,Consumer,Technology,Telephones and Communication,5190,Small Box,0.5133,2021-03-08,Superstore,2021,3,2021,3
3852,27463,2019-11-13,Medium,31,835.11,0.0,Regular Air,185.9973,25.38,8.99,Tonja Turnell,Alberta,West,Consumer,Furniture,Office Furnishings,"Executive Impressions 13"" Chairman Wall Clock",Small Pack,0.435,2019-11-15,Superstore,2019,11,2019,11
3853,27463,2019-11-13,Medium,10,54.52,0.01,Regular Air,-17.8959,4.98,4.72,Tonja Turnell,Alberta,West,Consumer,Office Supplies,Paper,Xerox 1949,Small Box,0.3132,2019-11-14,Superstore,2019,11,2019,11
3941,28069,2019-05-21,Low,1,10.17,0.02,Express Air,-4.09,5.18,2.04,Cyma Kinney,Alberta,West,Small Business,Office Supplies,Paper,ArrayÂ Memo Cubes,Wrap Bag,0.36,2019-05-26,Superstore,2019,5,2019,5
3942,28069,2019-05-21,Low,4,23.58,0.09,Regular Air,-2.87,5.84,0.83,Cyma Kinney,Alberta,West,Small Business,Office Supplies,Pens & Art Supplies,Avery Hi-LiterÂ Smear-Safe Highlighters,Wrap Bag,0.49,2019-05-25,Superstore,2019,5,2019,5
4066,28934,2022-11-28,Medium,12,1272.35,0.0,Regular Air,258.8859,100.98,7.18,Stephanie Phelps,Alberta,West,Consumer,Technology,Computer Peripherals,Logitech Cordless Elite Duo,Small Box,0.348,2022-11-29,Superstore,2022,11,2022,11
4067,28934,2022-11-28,Medium,26,4000.35,0.07,Delivery Truck,263.9493,160.98,30.0,Stephanie Phelps,Alberta,West,Consumer,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.5394,2022-11-30,Superstore,2022,11,2022,11
4068,28934,2022-11-28,Medium,26,3356.92,0.0,Express Air,1353.633,120.97,7.11,Stephanie Phelps,Alberta,West,Consumer,Technology,Office Machines,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Medium Box,0.3132,2022-11-30,Superstore,2022,11,2022,11
4102,29218,2022-05-29,Low,19,1823.02,0.04,Express Air,78.37599999999999,92.23,39.61,Andrew Roberts,Alberta,West,Home Office,Furniture,Office Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Medium Box,0.6499,2022-05-29,Superstore,2022,5,2022,5
4103,29218,2022-05-29,Low,26,74.02,0.04,Regular Air,7.886100000000001,2.88,0.7,Andrew Roberts,Alberta,West,Home Office,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag,0.5432,2022-05-29,Superstore,2022,5,2022,5
4104,29218,2022-05-29,Low,13,2252.976,0.02,Regular Air,-52.7292,205.99,8.99,Andrew Roberts,Alberta,West,Home Office,Technology,Telephones and Communication,Talkabout T8097,Small Box,0.5626,2022-05-31,Superstore,2022,5,2022,5
4117,29286,2019-07-28,Critical,4,13070.2,0.07,Delivery Truck,-7339.016,3502.14,8.73,Alan Dominguez,Alberta,West,Corporate,Technology,Office Machines,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,Jumbo Box,0.6042,2019-07-30,Superstore,2019,7,2019,7
4165,29536,2022-09-07,Medium,5,495.32,0.05,Delivery Truck,-63.2751,100.98,15.66,Raymond Book,Alberta,West,Consumer,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,Jumbo Drum,0.4958999999999999,2022-09-09,Superstore,2022,9,2022,9
4166,29536,2022-09-07,Medium,11,2483.53,0.07,Delivery Truck,-153.78990000000002,220.98,64.66,Raymond Book,Alberta,West,Consumer,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",Jumbo Box,0.5394,2022-09-09,Superstore,2022,9,2022,9
4167,29536,2022-09-07,Medium,26,967.41,0.03,Regular Air,23.1768,35.44,19.99,Raymond Book,Alberta,West,Consumer,Office Supplies,Paper,Xerox 1880,Small Box,0.3306,2022-09-09,Superstore,2022,9,2022,9
4170,29569,2021-07-03,High,46,27720.98,0.07,Regular Air,10426.428,599.99,24.49,Raymond Book,Alberta,West,Consumer,Technology,Copiers and Fax,Hewlett Packard LaserJet 3310 Copier,Large Box,0.3219,2021-07-04,Superstore,2021,7,2021,7
4171,29569,2021-07-03,High,29,520.13,0.1,Regular Air,110.9685,18.97,5.21,Raymond Book,Alberta,West,Consumer,Office Supplies,Paper,Xerox 1887,Small Box,0.3219,2021-07-05,Superstore,2021,7,2021,7
4197,29827,2021-07-14,Critical,35,926.65,0.01,Regular Air,-65.58059999999999,26.31,5.89,Raymond Book,Alberta,West,Consumer,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,0.6525,2021-07-15,Superstore,2021,7,2021,7
4210,29926,2022-03-22,Medium,9,20.21,0.0,Regular Air,-5.4484,2.08,1.49,Roy Phan,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,Round Ring Binders,Small Box,0.4028,2022-03-24,Superstore,2022,3,2022,3
4337,30913,2022-09-22,Medium,23,143.1,0.01,Regular Air,38.955000000000005,5.98,1.49,Roy Phan,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,Small Box,0.4134,2022-09-23,Superstore,2022,9,2022,9
4338,30913,2022-09-22,Medium,36,795.52,0.08,Regular Air,308.0784,22.24,1.99,Roy Phan,Alberta,West,Corporate,Technology,Computer Peripherals,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Small Pack,0.4558,2022-09-24,Superstore,2022,9,2022,9
4339,30913,2022-09-22,Medium,44,126.36,0.02,Regular Air,53.2756,2.89,0.5,Roy Phan,Alberta,West,Corporate,Office Supplies,Labels,Avery 498,Small Box,0.4028,2022-09-24,Superstore,2022,9,2022,9
4340,30913,2022-09-22,Medium,24,496.62,0.07,Express Air,52.851600000000005,19.98,10.49,Roy Phan,Alberta,West,Corporate,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Small Box,0.5194,2022-09-24,Superstore,2022,9,2022,9
4393,31271,2021-04-20,Low,4,43.29,0.03,Regular Air,-0.36,8.37,10.16,Clay Cheatham,Alberta,West,Small Business,Furniture,Office Furnishings,Westinghouse Clip-On Gooseneck Lamps,Large Box,0.59,2021-04-27,Superstore,2021,4,2021,4
